genre,platform,org_type,grade,year,dev_history,description,reclassified,gametitle
퍼즐,기타,중소,전체이용가,2024,없음,,0,고질라 VS 콩 스매셜 (Godzilla x Kong Smasher)
기타,기타,중소,전체이용가,2024,없음,,0,TOY HOUSE2
RPG,PC (Steam),중소,청소년이용불가,2024,없음,폭력성,0,루나온라인 오리진-어덜트(Luna Online Origin-Adult)
기타,PC (Steam),중소,청소년이용불가,2024,없음,사행성,0,델타 포커(DELTA POKER)
기타,PC (Steam),중소,청소년이용불가,2024,없음,사행성,0,델타 홀덤(DELTA HOLDEM)
시뮬레이션,PC (Steam),중소,청소년이용불가,2024,없음,선정성,0,LOVE ON(러브온)
기타,PC (Steam),중소,청소년이용불가,2024,없음,사행성,0,아기동자
슈팅,콘솔,중소,청소년이용불가,2024,없음,"폭력성,선정성,공포,언어,약물",0,Shadows of the Damned : Hella Remastered
RPG,구글플레이,중소,15세이용가,2024,없음,선정성,0,Pixel Overlord: 4096 Draws
시뮬레이션,구글플레이,중소,청소년이용불가,2024,없음,선정성,0,Tavern Legend
스포츠,PC (Steam),중소,전체이용가,2024,없음,,0,K League Fantasy
어드벤처,콘솔,중소,전체이용가,2024,없음,,0,Flock
액션,구글플레이,중소,청소년이용불가,2024,없음,"폭력성,선정성",0,던전스쿼드
기타,기타,중소,청소년이용불가,2024,없음,,0,삼국지러쉬CD
기타,기타,중소,전체이용가,2024,없음,,0,빅 풋 메이헴 (Bigfoot Mayhem)
RPG,PC (Steam),중소,청소년이용불가,2024,없음,사행성,0,Exiliar(엑실리어)
시뮬레이션,콘솔,중소,청소년이용불가,2024,없음,"선정성,약물",0,버니 가든
기타,구글플레이,중소,청소년이용불가,2024,없음,사행성,0,ABC POKER
RPG,구글플레이,중소,12세이용가,2024,없음,폭력성,0,Hero Castle War: Tower Attack
기타,구글플레이,중소,청소년이용불가,2024,1회,사행성,0,Panda In The Forest(숲속의 판다)
RPG,구글플레이,중소,청소년이용불가,2024,없음,"폭력성,사행성",0,신미르
기타,구글플레이,중소,청소년이용불가,2024,없음,"선정성,사행성",0,아찔한걸맞고3
어드벤처,PC (Steam),중소,12세이용가,2024,없음,폭력성,0,Disney Epic Mickey: Rebrushed
어드벤처,콘솔,중소,청소년이용불가,2024,없음,"폭력성,공포,언어",0,Still Wakes the Deep
퍼즐,구글플레이,중소,전체이용가,2024,1회,,0,올마트
RPG,구글플레이,중소,전체이용가,2024,없음,폭력성,0,십원으로 황제 키우기
RPG,구글플레이,중소,15세이용가,2024,없음,"폭력성,선정성",0,용과 전사
액션,PC (Steam),중소,12세이용가,2024,없음,"폭력성,선정성",0,SAMURAI WARRIORS 4 DX (사무라이 워리어스4 DX)
RPG,PC (Steam),중소,12세이용가,2024,없음,폭력성,0,창세기전 모바일 : 아수라 프로젝트
어드벤처,PC (Steam),중소,12세이용가,2024,없음,폭력성,0,FatalClaw
RPG,PC (Steam),중소,12세이용가,2024,없음,"폭력성,선정성",0,That Time I Got Reincarnated as a Slime ISEKAI Chronicles (전생했더니 슬라임이었던 건에 대하여 템페스트 스토리즈)
RPG,PC (Steam),중소,15세이용가,2024,4회 이상,폭력성,0,미드조선
격투,PC (Steam),중소,12세이용가,2024,없음,폭력성,0,DRAGON BALL: Sparking! ZERO (드래곤볼 스파킹! 제로)
시뮬레이션,PC (Steam),중소,전체이용가,2024,없음,,0,마법소녀 카와이 러블리 즈큥도큥 바큥부큥 루루핑
액션,PC (Steam),중소,12세이용가,2024,없음,폭력성,0,아수라장
퍼즐,PC (Steam),중소,전체이용가,2024,없음,,0,INFINITE DODGE
액션,콘솔,중소,전체이용가,2024,없음,,0,Nintendo World Championships NES Edition(닌텐도 월드 챔피언십 NES 에디션)
RPG,콘솔,중소,12세이용가,2024,없음,"폭력성,선정성",0,성검전설 Visions of Mana
기타,기타,중소,청소년이용불가,2024,없음,,0,노블랙바카라
기타,기타,중소,청소년이용불가,2024,없음,"선정성,사행성",0,파라오의보물
기타,기타,중소,전체이용가,2024,없음,,0,CRAZY TOY
퍼즐,PC (Steam),중소,전체이용가,2024,없음,,0,Dugi XR
슈팅,PC (Steam),대형사,청소년이용불가,2024,없음,폭력성,0,킹덤 오브 더 데드 (Kingdom of the Dead)
기타,구글플레이,중소,청소년이용불가,2024,4회 이상,사행성,0,바니플러스 맞고M(BunnyPlus MatgoM)
기타,구글플레이,중소,청소년이용불가,2024,4회 이상,사행성,0,바니플러스 바둑이M(BunnyPlus BadukiM)
기타,구글플레이,중소,청소년이용불가,2024,4회 이상,사행성,0,바니플러스 홀덤M(BunnyPlus HoldemM)
RPG,PC (Steam),중소,15세이용가,2024,없음,"폭력성,선정성",0,젠레스 존 제로
RPG,구글플레이,중소,12세이용가,2024,없음,"폭력성,선정성",0,마왕 슬라임 키우기
기타,기타,중소,청소년이용불가,2024,없음,사행성,0,슈퍼불새
액션,기타,중소,전체이용가,2024,없음,폭력성,0,INTERPOL NEW
기타,기타,중소,전체이용가,2024,없음,,0,GGICCO PUSH
기타,기타,중소,청소년이용불가,2024,없음,"선정성,사행성",0,동탁
퍼즐,기타,중소,전체이용가,2024,없음,,0,CUBEVERSE: 꼬리잡기
기타,기타,중소,전체이용가,2024,없음,,0,어흥어흥
기타,기타,중소,전체이용가,2024,없음,,0,어흥어흥2
기타,기타,중소,전체이용가,2024,없음,,0,어흥어흥4
기타,기타,중소,전체이용가,2024,없음,,0,Lucky Shot V
기타,기타,중소,전체이용가,2024,없음,,0,New mini mini 3
기타,PC (Steam),중소,청소년이용불가,2024,없음,사행성,0,딩고게임
시뮬레이션,PC (Steam),중소,청소년이용불가,2024,없음,폭력성,0,사이코데믹 특수 수사 사건부 X-FILE
기타,구글플레이,중소,청소년이용불가,2024,없음,사행성,0,와일드홀덤T
기타,구글플레이,중소,청소년이용불가,2024,없음,사행성,0,와일드고
기타,구글플레이,중소,청소년이용불가,2024,없음,사행성,0,도도해(DoDoSea)
RPG,구글플레이,중소,12세이용가,2024,없음,"폭력성,선정성,범죄",0,도사: 가디언즈
퍼즐,구글플레이,중소,15세이용가,2024,4회 이상,"선정성,약물",0,"간단한 벌칙게임 - 카드뽑기, 랜덤게임, 복불복"
전략,PC (Steam),중소,전체이용가,2024,없음,폭력성,0,Tower Defense: Infinite War
RPG,PC (Steam),중소,15세이용가,2024,없음,"폭력성,약물,범죄",0,월드 오브 워크래프트: 대격변 클래식 (World of Warcraft: Cataclysm Classic)
RPG,PC (Steam),중소,12세이용가,2024,없음,폭력성,0,마녀의 샘R
어드벤처,콘솔,중소,15세이용가,2024,없음,선정성,0,썸썸 편의점
액션,콘솔,중소,전체이용가,2024,1회,폭력성,0,소닉×섀도우 제너레이션즈
기타,기타,중소,청소년이용불가,2024,없음,,0,뉴맞고 동물농장
기타,기타,중소,청소년이용불가,2024,없음,,0,배틀사다리
기타,기타,중소,청소년이용불가,2024,없음,,0,火月 REEL
기타,기타,중소,전체이용가,2024,없음,,0,LUCKY BOX 2
기타,PC (Steam),중소,청소년이용불가,2024,없음,사행성,0,메가랠리카지노
RPG,PC (Steam),중소,청소년이용불가,2024,없음,사행성,0,야수의심장
액션,PC (Steam),대형사,청소년이용불가,2024,없음,폭력성,0,퍼스트 버서커: 카잔
어드벤처,PC (Steam),중소,15세이용가,2024,없음,폭력성,0,인슈라오디드 (Enshrouded)
RPG,구글플레이,중소,15세이용가,2024,없음,"폭력성,선정성,약물",0,Arcane Saga : Turn Based RPG
액션,구글플레이,중소,청소년이용불가,2024,없음,"폭력성,사행성,공포",0,Left to Survive
기타,기타,중소,청소년이용불가,2024,없음,,0,Bridge Champ
기타,기타,중소,청소년이용불가,2024,없음,사행성,0,더 바이킹 포커(The ViKing Poker)
기타,기타,중소,청소년이용불가,2024,없음,사행성,0,불타는불새1
슈팅,PC (Steam),대형사,청소년이용불가,2024,없음,선정성,0,Space Pressure 3D: Prelude
RPG,PC (Steam),대형사,청소년이용불가,2024,없음,"폭력성,언어,범죄",0,아킬레우스: 알려지지 않은 전설 (Achilles: Legends Untold)
어드벤처,PC (Steam),중소,청소년이용불가,2024,없음,"폭력성,언어,약물,범죄",0,언컬트
기타,구글플레이,중소,청소년이용불가,2024,없음,사행성,0,포커레전드_슬롯
RPG,구글플레이,중소,청소년이용불가,2024,없음,선정성,0,공주기사 키우기
퍼즐,구글플레이,중소,청소년이용불가,2024,없음,선정성,0,Insert Real Blocks
슈팅,구글플레이,중소,청소년이용불가,2024,없음,선정성,0,전장의 그녀 4
RPG,구글플레이,중소,청소년이용불가,2024,없음,"폭력성,사행성",0,에오스 블랙
기타,구글플레이,중소,청소년이용불가,2024,없음,선정성,0,Really Happy Solitaire
기타,구글플레이,중소,청소년이용불가,2024,없음,"선정성,사행성",0,아찔한AI포커2
시뮬레이션,PC (Steam),중소,전체이용가,2024,없음,,0,FOUNDRY
어드벤처,PC (Steam),중소,12세이용가,2024,없음,"폭력성,범죄",0,언커버더 스모킹건
전략,PC (Steam),중소,12세이용가,2024,없음,폭력성,0,Commander Quest
액션,PC (Steam),중소,전체이용가,2024,없음,,0,SCHiM(스킴)
액션,PC (Steam),중소,전체이용가,2024,없음,,0,Seal : What the Fun (씰 : 왓더펀)
어드벤처,PC (Steam),중소,전체이용가,2024,없음,폭력성,0,테라테크 월드 (TerraTech Worlds)
어드벤처,콘솔,중소,전체이용가,2024,없음,,0,길고양이 이야기 야옹야옹 Edition
액션,콘솔,중소,전체이용가,2024,1회,,0,[Switch] 우마무스메 프리티 더비 열혈 우당탕탕 대감사제!
기타,기타,중소,전체이용가,2024,없음,,0,PPOCCO MINI
기타,기타,중소,전체이용가,2024,없음,,0,PPOCCO PLUS
슈팅,기타,중소,전체이용가,2024,없음,폭력성,0,세일러즈 퀘스트 VR (Sailor＇s Quest VR)
기타,기타,중소,전체이용가,2024,없음,,0,더비 챔피온 클럽 (Derby Champion Club GMP)
스포츠,기타,중소,전체이용가,2024,없음,,0,파워 퍽 피버 (Power Puck Fever)
어드벤처,PC (Steam),대형사,15세이용가,2024,없음,"폭력성,공포",0,Ryo The Haunted Office
어드벤처,PC (Steam),대형사,15세이용가,2024,없음,"폭력성,공포",0,Shelleys Haunted House
어드벤처,PC (Steam),중소,청소년이용불가,2024,없음,폭력성,0,Senua＇s Saga: Hellblade II(세누아의 전설: 헬블레이드 2)
RPG,구글플레이,중소,12세이용가,2024,없음,"폭력성,선정성",0,Fortias Saga: Action Adventure
슈팅,PC (Steam),중소,청소년이용불가,2024,없음,"폭력성,공포,언어,약물",0,Metro Awakening
RPG,PC (Steam),중소,12세이용가,2024,없음,사행성,0,도사견문록
기타,기타,중소,청소년이용불가,2024,없음,,0,심쿵 과일과 황금 슬롯 - 3매치 과일 슬롯 머신
기타,기타,중소,청소년이용불가,2024,없음,사행성,0,빅트레인Poker
기타,기타,중소,청소년이용불가,2024,없음,사행성,0,삼국지러쉬
기타,기타,중소,청소년이용불가,2024,4회 이상,"사행성,약물",0,CHICAGO
기타,기타,중소,전체이용가,2024,없음,,0,Bling POP
기타,기타,중소,전체이용가,2024,없음,,0,Bling POP2
기타,기타,중소,전체이용가,2024,2~3회,,0,PUSH PANGPANG
기타,PC (Steam),중소,청소년이용불가,2024,없음,사행성,0,ok baccarat ＆ blackjack
기타,PC (Steam),중소,청소년이용불가,2024,없음,사행성,0,okhjitgo
기타,PC (Steam),중소,청소년이용불가,2024,없음,사행성,0,레인보우TV 고스톱
RPG,PC (Steam),중소,청소년이용불가,2024,없음,폭력성,0,디아블로 IV: 증오의 그릇 (Diablo IV: Vessel of Hatred)
슈팅,PC (Steam),대형사,청소년이용불가,2024,없음,폭력성,0,맨 인 더 다크 (Man In The Dark)
액션,PC (Steam),중소,청소년이용불가,2024,없음,폭력성,0,리턴 얼라이브
퍼즐,구글플레이,중소,전체이용가,2024,없음,폭력성,0,매치 오브 스펠블레이드
RPG,구글플레이,중소,12세이용가,2024,없음,"폭력성,선정성",0,꼬마악마키우기 : 데몬원정대
RPG,PC (Steam),중소,12세이용가,2024,없음,폭력성,0,스타워즈: 갤럭시 오브 히어로즈
기타,PC (Steam),중소,전체이용가,2024,없음,,0,F1® 24
퍼즐,PC (Steam),중소,전체이용가,2024,없음,,0,뽀로로 재능놀이
RPG,PC (Steam),중소,전체이용가,2024,없음,,0,라운디 (Roundi)
시뮬레이션,PC (Steam),중소,전체이용가,2024,없음,,0,Burger Please!
전략,PC (Steam),중소,15세이용가,2024,없음,폭력성,0,Sons of Valhalla (선 오브 발할라)
격투,PC (Steam),중소,15세이용가,2024,없음,폭력성,0,Undisputed (언디스퓨티드)
액션,PC (Steam),중소,15세이용가,2024,없음,"폭력성,언어",0,Outpost: Infinity Siege (아웃포스트: 인피니티 시즈)
기타,콘솔,중소,15세이용가,2024,없음,폭력성,0,Nintendo 64 – Nintendo Switch Online(닌텐도 64 – 닌텐도 스위치 온라인)
기타,기타,중소,전체이용가,2024,없음,,0,대빵오락실(DAEPPANG)
기타,기타,중소,전체이용가,2024,없음,,0,CATCHING DUCK
기타,기타,중소,전체이용가,2024,없음,,0,CATCHING DUCK BIG
기타,기타,중소,전체이용가,2024,없음,,0,CATCHING DUCK 4P
기타,PC (Steam),중소,청소년이용불가,2024,없음,사행성,0,황금열쇠
액션,콘솔,중소,청소년이용불가,2024,없음,사행성,0,Star Wars Outlaws (스타 워즈 아웃로) PS5
기타,구글플레이,중소,청소년이용불가,2024,없음,사행성,0,와우포커슬롯
기타,구글플레이,중소,청소년이용불가,2024,없음,"선정성,사행성",0,아찔한걸홀덤
기타,기타,중소,청소년이용불가,2024,없음,,0,쓰리GO
기타,기타,중소,전체이용가,2024,없음,,0,레인보우캐슬 엠 (RAINBOW CASTLE M)
기타,기타,중소,전체이용가,2024,없음,,0,레인보우캐슬 알파 (RAINBOW CASTLE ALPHA)
기타,PC (Steam),중소,청소년이용불가,2024,없음,사행성,0,레인보우TV 포커
기타,PC (Steam),중소,청소년이용불가,2024,없음,"선정성,사행성",0,Sea Girl(씨걸)
시뮬레이션,PC (Steam),대형사,청소년이용불가,2024,없음,선정성,0,봄을 부르는 설녀 (시크릿 플러스)
전략,PC (Steam),중소,15세이용가,2024,없음,폭력성,0,Revelatio
어드벤처,PC (Steam),대형사,청소년이용불가,2024,없음,"폭력성,공포",0,여귀교: 구원으로 가는 길 (The Bridge Curse Road to Salvation)
시뮬레이션,PC (Steam),대형사,청소년이용불가,2024,없음,선정성,0,백의 소각자 (Soul Incinerator)
기타,구글플레이,중소,청소년이용불가,2024,없음,사행성,0,Naegi Poker Holdem
기타,구글플레이,중소,청소년이용불가,2024,없음,사행성,0,러너러너
어드벤처,PC (Steam),중소,청소년이용불가,2024,없음,"폭력성,공포",0,Maid of Sker
RPG,PC (Steam),중소,청소년이용불가,2024,없음,폭력성,0,Nightingale: 나이팅게일
액션,PC (Steam),중소,전체이용가,2024,없음,폭력성,0,Pepper Grinder (페퍼 그라인더)
액션,PC (Steam),중소,전체이용가,2024,없음,폭력성,0,WAR FIGHTERS : ARMY
액션,PC (Steam),중소,전체이용가,2024,없음,폭력성,0,WAR FIGHTERS : NAVY
액션,PC (Steam),중소,전체이용가,2024,없음,폭력성,0,WAR FIGHTERS : AIRFORCE
슈팅,PC (Steam),중소,12세이용가,2024,없음,폭력성,0,UNDERGROUND
액션,PC (Steam),중소,12세이용가,2024,없음,"폭력성,범죄",0,RUSTED MOSS(러스티드 모스)
시뮬레이션,PC (Steam),중소,12세이용가,2024,없음,약물,0,Let＇s School(렛츠 스쿨)
RPG,PC (Steam),중소,12세이용가,2024,없음,"폭력성,선정성,언어",0,SaGa Emerald Beyond
액션,PC (Steam),중소,12세이용가,2024,없음,폭력성,0,Gundam Breaker 4 (건담 브레이커 4)
기타,콘솔,중소,12세이용가,2024,없음,"폭력성,사행성",0,Game Boy Advance™ - Nintendo Switch Online(게임 보이 어드밴스 - 닌텐도 스위치 온라인)
액션,콘솔,중소,전체이용가,2024,없음,폭력성,0,폭렬! 스위츠랜드
RPG,콘솔,중소,15세이용가,2024,1회,폭력성,0,메타포: 리판타지오
액션,콘솔,중소,전체이용가,2024,1회,폭력성,0,슈퍼 몽키 볼 바나나 럼블
스포츠,콘솔,중소,전체이용가,2024,없음,,0,Fitness Boxing feat. Hatsune Miku
기타,기타,중소,청소년이용불가,2024,없음,,0,Coin Miner(코인 마이너)
기타,기타,중소,전체이용가,2024,없음,,0,PARKOUR MOTOR 2 (파쿠어 모터 2)
퍼즐,기타,중소,전체이용가,2024,없음,,0,MAGIC DROP (매직 드롭)
기타,PC (Steam),대형사,15세이용가,2024,없음,선정성,0,비쇼조 배틀 마작 솔리테어 (Bishoujo Battle Mahjong Solitaire)
시뮬레이션,PC (Steam),대형사,청소년이용불가,2024,없음,선정성,0,근육녀 리사 육성일기 리메이크
RPG,PC (Steam),중소,청소년이용불가,2024,없음,폭력성,0,ELDEN RING SHADOW OF THE ERDTREE EDITION (엘든 링 황금 나무의 그림자 에디션)
액션,PC (Steam),중소,청소년이용불가,2024,없음,폭력성,0,Morbid: The Lords of Ire (모비드: 분노의 군주)
어드벤처,콘솔,중소,청소년이용불가,2024,없음,"폭력성,공포",0,White Day 2: The Flower That Tells Lies - Complete Edition
액션,구글플레이,중소,청소년이용불가,2024,없음,폭력성,0,Warframe
퍼즐,구글플레이,중소,전체이용가,2024,없음,,0,팔도감사과게임
기타,기타,중소,청소년이용불가,2024,없음,,0,러너러너 홀덤
기타,기타,중소,청소년이용불가,2024,없음,사행성,0,화신전
기타,기타,중소,전체이용가,2024,없음,,0,포포
액션,PC (Steam),중소,청소년이용불가,2024,없음,"폭력성,언어,약물",0,S.T.A.L.K.E.R.: Legends of the Zone Trilogy (스토커:레전드 오브 존 트릴로지)
기타,PC (Steam),중소,청소년이용불가,2024,없음,사행성,0,겜짱맞고
기타,PC (Steam),중소,청소년이용불가,2024,2~3회,사행성,0,미스터손마스터
기타,PC (Steam),대형사,청소년이용불가,2024,없음,사행성,0,마작일번가 (Riichi City)
액션,PC (Steam),중소,청소년이용불가,2024,없음,"폭력성,언어",0,No Rest for the Wicked (노 레스트 포 더 위키드)
전략,PC (Steam),중소,청소년이용불가,2024,없음,폭력성,0,Crown Wars: The Black Prince (크라운 워: 더 블랙 프린스)
액션,PC (Steam),대형사,청소년이용불가,2024,없음,"폭력성,선정성",0,빈딕투스: 디파잉 페이트 (Vindictus: Defying Fate)
어드벤처,PC (Steam),중소,청소년이용불가,2024,없음,"폭력성,공포",0,SILENT HILL 2 (사일런트 힐 2)
RPG,구글플레이,중소,청소년이용불가,2024,없음,사행성,0,제로나인
퍼즐,구글플레이,중소,청소년이용불가,2024,없음,선정성,0,Happy Solitaire
퍼즐,구글플레이,중소,청소년이용불가,2024,없음,선정성,0,섹스타그램 더 리얼
RPG,구글플레이,중소,청소년이용불가,2024,없음,사행성,0,십이지천M1
어드벤처,PC (Steam),중소,청소년이용불가,2024,없음,폭력성,0,히어로 랜드
전략,PC (Steam),중소,12세이용가,2024,없음,폭력성,0,Millennia
기타,구글플레이,중소,전체이용가,2024,없음,,0,감별s버블버블(Discriminations Bubble Bubble)
기타,구글플레이,중소,전체이용가,2024,없음,,0,감별s가위바위보(Discriminations Rock Paper Scissors)
기타,구글플레이,중소,전체이용가,2024,없음,,0,업앤다운(Up and Down)
기타,구글플레이,중소,전체이용가,2024,없음,,0,슬라이드(Slide)
기타,구글플레이,중소,전체이용가,2024,없음,,0,터치＋(Touch＋)
기타,구글플레이,중소,전체이용가,2024,없음,,0,순서기억하기(Remembering Order)
기타,구글플레이,중소,전체이용가,2024,없음,,0,많은먹거리고르기(Selecting Many Foods)
기타,구글플레이,중소,전체이용가,2024,없음,,0,짝맞추기(Matching Pairs)
기타,구글플레이,중소,전체이용가,2024,없음,,0,짝맞추기＋(Matching Pairs)
기타,구글플레이,중소,전체이용가,2024,없음,,0,쥬시팡(Juicy Pang)
기타,구글플레이,중소,전체이용가,2024,없음,,0,감별게임(Discrimination Game)
퍼즐,구글플레이,중소,전체이용가,2024,없음,,0,버블넘버
퍼즐,구글플레이,중소,전체이용가,2024,없음,,0,페어퍼즐
퍼즐,구글플레이,중소,전체이용가,2024,없음,,0,무브무브 블록크러쉬
기타,기타,중소,청소년이용불가,2024,없음,,0,러너러너
액션,기타,중소,전체이용가,2024,없음,폭력성,0,메탈카드봇 : 듀얼 아레나
기타,PC (Steam),중소,청소년이용불가,2024,4회 이상,사행성,0,바니플러스 맞고(BunnyPlus Matgo)
기타,PC (Steam),중소,청소년이용불가,2024,4회 이상,사행성,0,바니플러스 홀덤(BunnyPlus Holdem)
기타,PC (Steam),중소,청소년이용불가,2024,4회 이상,사행성,0,바니플러스 바둑이(BunnyPlus Baduki)
슈팅,PC (Steam),대형사,청소년이용불가,2024,없음,폭력성,0,Contain (컨테인)
기타,PC (Steam),중소,청소년이용불가,2024,없음,사행성,0,HIT(히트)CD
슈팅,PC (Steam),중소,청소년이용불가,2024,없음,폭력성,0,AX : PORTAL SLAYERS
기타,PC (Steam),중소,청소년이용불가,2024,2~3회,사행성,0,서유기마스터
전략,PC (Steam),중소,전체이용가,2024,없음,,0,헤일럿(Hailot) - 랜덤 카드 디펜스
RPG,구글플레이,중소,청소년이용불가,2024,없음,선정성,0,판타지로 가다
기타,구글플레이,중소,청소년이용불가,2024,없음,사행성,0,Pplay(피플레이)
기타,구글플레이,중소,청소년이용불가,2024,없음,사행성,0,포커레전드(POKER LEGEND)
액션,PC (Steam),중소,청소년이용불가,2024,없음,"폭력성,언어",0,SOUTH PARK: SNOW DAY!
전략,PC (Steam),중소,12세이용가,2024,없음,"폭력성,선정성",0,Homeworld 3
어드벤처,콘솔,중소,15세이용가,2024,없음,"폭력성,공포",0,Lorelei and the Laser Eyes
전략,PC (Steam),중소,전체이용가,2024,없음,,0,Sid Meier＇s Alpha Centauri™ Planetary Pack
시뮬레이션,PC (Steam),중소,전체이용가,2024,없음,,0,SimCity 3000 Unlimited
액션,PC (Steam),중소,12세이용가,2024,없음,폭력성,0,Kunitsu-Gami: Path of the Goddess (쿠니츠가미: 패스 오브 더 가디스)
RPG,PC (Steam),중소,12세이용가,2024,없음,"폭력성,선정성",0,드래곤 크로니클: 블랙 티어스 (Dragon Chronicles: Black Tears)
어드벤처,PC (Steam),중소,12세이용가,2024,없음,"폭력성,사행성",0,Beyond Good and Evil Remaster (비욘드 굿 앤 이블 리마스터) PC
RPG,PC (Steam),중소,전체이용가,2024,없음,폭력성,0,Monster Hunter Stories (몬스터헌터 스토리즈)
RPG,PC (Steam),중소,15세이용가,2024,없음,"폭력성,선정성",0,SWORD ART ONLINE Fractured Daydream (소드 아트 온라인 프랙처드 데이드림)
기타,PC (Steam),중소,전체이용가,2024,없음,,0,초성 퀴즈
기타,PC (Steam),중소,전체이용가,2024,없음,,0,WIT AND DICE
시뮬레이션,PC (Steam),중소,전체이용가,2024,없음,,0,Rail Route (레일 루트)
어드벤처,콘솔,중소,전체이용가,2024,없음,,0,짱구는 못말려! 탄광마을의 흰둥이
어드벤처,콘솔,중소,전체이용가,2024,없음,,0,FOREVER BLUE LUMINOUS(포에버 블루 루미너스)
RPG,콘솔,중소,15세이용가,2024,1회,"폭력성,선정성",0,진・여신전생5 Vengeance
RPG,콘솔,중소,전체이용가,2024,없음,폭력성,0,엘렌타로스 원더링스
스포츠,콘솔,중소,전체이용가,2024,없음,,0,마이 댄스 스튜디오
기타,기타,중소,전체이용가,2024,없음,,0,레인보우캐슬 미니 (Rainbow Castle Mini)
기타,기타,중소,전체이용가,2024,없음,,0,버그캐슬(Bug Castle)
기타,기타,중소,전체이용가,2024,없음,,0,컷캐슬(Cut Castle)
기타,PC (Steam),중소,청소년이용불가,2024,4회 이상,사행성,1,땅콩맞고(Peanut Matgo)
기타,PC (Steam),중소,청소년이용불가,2024,4회 이상,사행성,1,땅콩바둑이(Peanut Baduki)
기타,PC (Steam),중소,청소년이용불가,2024,4회 이상,사행성,1,땅콩홀덤(Peanut Holdem)
기타,PC (Steam),중소,청소년이용불가,2024,2~3회,사행성,0,신오징어게임슬롯
어드벤처,PC (Steam),대형사,청소년이용불가,2024,없음,선정성,0,어드벤처 오브 플라워 2
기타,PC (Steam),중소,청소년이용불가,2024,없음,사행성,0,유니버스u
기타,PC (Steam),중소,청소년이용불가,2024,없음,사행성,0,바다로가자
기타,구글플레이,중소,청소년이용불가,2024,없음,사행성,0,소원맞고 : 데이터 안 쓰는 고스톱 혼자 치는 화투
퍼즐,구글플레이,중소,청소년이용불가,2024,없음,선정성,0,머지걸스
기타,기타,중소,청소년이용불가,2024,없음,,0,콜렉터-머지걸스
퍼즐,구글플레이,중소,전체이용가,2024,없음,,0,GogoMatch
퍼즐,구글플레이,중소,전체이용가,2024,없음,,0,MergeBoss
기타,구글플레이,중소,청소년이용불가,2024,없음,사행성,0,메가홀덤_슬롯
퍼즐,구글플레이,중소,청소년이용불가,2024,없음,선정성,0,난다고래
퍼즐,구글플레이,중소,전체이용가,2024,없음,,0,Duet Cats: Cute Cat Music
RPG,구글플레이,대형사,청소년이용불가,2024,없음,"폭력성,사행성",0,미르의 전설2: 기연
기타,구글플레이,중소,청소년이용불가,2024,4회 이상,약물,1,Drinking Game - 간단한 술게임
기타,구글플레이,중소,청소년이용불가,2024,4회 이상,약물,1,Drinking Game - 간단한 술게임 모음
RPG,구글플레이,중소,청소년이용불가,2024,2~3회,"폭력성,선정성,사행성",1,신이야
기타,기타,중소,청소년이용불가,2024,2~3회,,0,금용쟁패 (GoldenDragon)
스포츠,기타,중소,전체이용가,2024,없음,,0,LEGENDARY STRIKER
기타,기타,중소,청소년이용불가,2024,없음,사행성,0,왕들의계곡
기타,기타,중소,청소년이용불가,2024,없음,사행성,0,宇宙戰艦 ver2.2＋ (우주전함 ver2.2＋)
기타,기타,중소,청소년이용불가,2024,없음,사행성,0,불타는불용1
기타,기타,중소,전체이용가,2024,없음,,0,MULTI COLOR
기타,기타,중소,전체이용가,2024,없음,,0,YOLO Part1
어드벤처,PC (Steam),중소,청소년이용불가,2024,없음,"폭력성,공포,언어,약물",0,BIOHAZARD RE:4 GOLD EDITION (바이오하자드 RE:4 골드 에디션)
퍼즐,구글플레이,중소,전체이용가,2024,1회,,0,마이리틀스토어
어드벤처,PC (Steam),중소,12세이용가,2024,없음,폭력성,0,Valiant Hearts: Coming Home (발리언트 하츠: 커밍 홈) PC
액션,PC (Steam),중소,12세이용가,2024,없음,폭력성,0,Trinity Survivors
RPG,PC (Steam),중소,12세이용가,2024,없음,폭력성,0,루나온라인 오리진(Luna Online Origin)
RPG,PC (Steam),중소,15세이용가,2024,없음,"폭력성,사행성",0,하이랭커
액션,PC (Steam),대형사,12세이용가,2024,없음,폭력성,0,웨이크러너 (Wakerunners)
퍼즐,PC (Steam),중소,전체이용가,2024,없음,,0,IN THE RUIN (인더루인:유적대탐험)
스포츠,PC (Steam),중소,전체이용가,2024,없음,,0,TopSpin 2K25 (탑스핀 투케이25)
시뮬레이션,PC (Steam),중소,전체이용가,2024,없음,,0,Expeditions: A MudRunner Game (엑스페디션: 머드러너 게임)
액션,콘솔,중소,15세이용가,2024,없음,폭력성,0,Nintendo 64 - Nintendo Switch Online(닌텐도 64 - 닌텐도 스위치 온라인)
RPG,콘솔,중소,12세이용가,2024,없음,선정성,0,블레이즈 유니온
RPG,콘솔,중소,15세이용가,2024,없음,"폭력성,약물",0,가디언 테일즈 for NINTENDO SWITCH
기타,기타,중소,청소년이용불가,2024,없음,"선정성,사행성",0,미스봉포커
기타,기타,중소,청소년이용불가,2024,없음,사행성,0,사무라이 시2 (Samurai 侍2)
기타,기타,중소,전체이용가,2024,없음,,0,짱프렌즈 (ZZAGN FRIENDS)
기타,기타,중소,전체이용가,2024,없음,,0,럭키스타 DX(Lucky Star DX)
